accident_id,accident_date,location,severity
A007771,2024-06-22,Samuelborough,Severe
A007772,2023-12-22,New Kimberly,Moderate
A007773,2023-04-12,Williamsmouth,Moderate
A007774,2024-11-19,Salazarville,Moderate
A007775,2024-10-24,Jacquelineshire,Minor
A007776,2024-06-19,Michellechester,Severe
A007777,2024-11-16,Daltonstad,Minor
A007778,2023-10-12,Sarahchester,Severe
A007779,2025-01-08,Stephanieburgh,Minor
A007780,2023-05-10,Gatesville,Severe
A007781,2023-03-09,Melissafurt,Moderate
A007782,2023-03-04,Lake Anthony,Moderate
A007783,2024-05-12,Aprilborough,Moderate
A007784,2023-11-12,West Jeanton,Minor
A007785,2024-05-24,New Jennifer,Moderate
A007786,2024-07-07,Brittanyview,Minor
A007787,2023-12-25,New Deniseberg,Severe
A007788,2023-05-31,North Robertview,Severe
A007789,2023-02-24,North Melissa,Minor
A007790,2024-05-28,New Brittanybury,Minor
A007791,2023-11-11,North Robert,Severe
A007792,2023-06-17,Port Maryport,Moderate
A007793,2024-04-12,Angelicafurt,Severe
A007794,2023-06-20,North Andrewfurt,Moderate
A007795,2024-05-09,Williamschester,Severe
A007796,2024-04-18,New Danielle,Moderate
A007797,2023-06-01,Bennettstad,Minor
A007798,2023-03-13,Mendozaborough,Moderate
A007799,2023-12-15,North Davidport,Severe
A007800,2023-05-16,South Donaldmouth,Moderate
A007801,2024-05-20,East Kevin,Minor
A007802,2024-04-24,Farrellhaven,Severe
A007803,2024-01-28,Ramirezstad,Moderate
A007804,2024-05-30,Christopherside,Moderate
A007805,2023-09-24,Smithstad,Moderate
A007806,2024-11-21,West Matthewview,Moderate
A007807,2024-04-13,Port David,Severe
A007808,2024-10-13,West Rachelberg,Severe
A007809,2024-01-28,East Susan,Minor
A007810,2024-10-05,Nicholasview,Moderate
A007811,2023-04-08,New Tiffanyborough,Moderate
A007812,2024-10-03,Blairtown,Moderate
A007813,2023-05-19,South Dalebury,Severe
A007814,2024-07-15,East Johnbury,Minor
A007815,2023-10-27,North Catherine,Moderate
A007816,2023-09-28,Floreshaven,Severe
A007817,2024-07-15,Suttonhaven,Moderate
A007818,2024-07-01,Lake Christina,Moderate
A007819,2025-01-20,New Racheltown,Moderate
A007820,2023-12-25,Baxtermouth,Moderate
A007821,2025-01-02,Robertoshire,Moderate
A007822,2024-06-05,North Brianberg,Moderate
A007823,2024-03-11,Thomashaven,Moderate
A007824,2024-05-24,South Elizabeth,Minor
A007825,2024-06-13,Olsonville,Minor
A007826,2024-03-23,Dunnfurt,Moderate
A007827,2024-04-13,North Kayla,Moderate
A007828,2023-08-05,Kennethhaven,Moderate
A007829,2023-08-29,Johnport,Severe
A007830,2023-04-11,South David,Minor
A007831,2024-12-10,South Nicholasberg,Moderate
A007832,2023-08-06,South Amy,Moderate
A007833,2023-06-21,Reyesland,Moderate
A007834,2024-01-19,South Erinview,Minor
A007835,2025-02-07,Port Joyville,Severe
A007836,2025-01-26,Ashleyview,Minor
A007837,2024-09-28,North Cynthiaside,Minor
A007838,2024-10-02,Lake Curtisburgh,Severe
A007839,2023-03-12,Hillbury,Severe
A007840,2024-05-06,South Justin,Minor
A007841,2024-04-12,Walkerside,Moderate
A007842,2023-12-15,East Katherine,Minor
A007843,2024-10-23,East Mark,Moderate
A007844,2025-01-14,West Kevinmouth,Moderate
A007845,2023-11-15,West Rickyborough,Minor
A007846,2025-01-30,Caseyfurt,Moderate
A007847,2024-02-05,Jenniferstad,Moderate
A007848,2024-10-15,New Pamelatown,Minor
A007849,2023-04-28,Christinafurt,Moderate
A007850,2024-06-09,Port Jasmine,Severe
A007851,2023-12-05,Lake Johnstad,Minor
A007852,2023-04-30,Fosterburgh,Moderate
A007853,2023-11-29,Lake Veronica,Minor
A007854,2024-08-07,Port Emily,Minor
A007855,2023-12-04,Stevenburgh,Minor
A007856,2025-02-02,Lake Billy,Moderate
A007857,2023-10-21,New Christie,Moderate
A007858,2024-12-08,Zavalafurt,Minor
A007859,2023-05-19,Esparzastad,Minor
A007860,2024-02-03,Toddside,Severe
A007861,2023-10-13,Troyside,Severe
A007862,2023-09-26,Schaeferton,Severe
A007863,2024-09-15,West Devinmouth,Severe
A007864,2023-11-14,South Denise,Moderate
A007865,2023-04-15,Perryside,Moderate
A007866,2023-10-17,West Elizabethview,Severe
A007867,2023-06-23,West Waynehaven,Minor
A007868,2023-09-22,Lambertton,Severe
A007869,2024-01-13,Jenniferport,Moderate
A007870,2023-10-30,Herreraville,Minor
A007871,2024-05-22,West Robert,Severe
A007872,2024-05-21,Port Crystalburgh,Moderate
A007873,2024-11-26,Dunntown,Moderate
A007874,2024-09-23,Nicholasview,Severe
A007875,2024-01-14,Lake Christopher,Moderate
A007876,2024-01-31,Port Lisa,Moderate
A007877,2023-06-01,Greenehaven,Minor
A007878,2024-09-02,East Andrew,Minor
A007879,2023-12-28,Christopherfurt,Severe
A007880,2024-07-14,New Ricardoborough,Severe
A007881,2023-10-06,Campbellside,Minor
A007882,2023-12-04,New Joseton,Moderate
A007883,2024-01-14,Danielleborough,Severe
A007884,2023-06-07,Colemanfort,Moderate
A007885,2023-08-05,North Kimberly,Severe
A007886,2023-10-22,Reginafort,Severe
A007887,2024-11-23,Kristinatown,Severe
A007888,2023-03-29,West Blake,Moderate
A007889,2024-09-08,Benjaminbury,Moderate
A007890,2023-04-23,South Michelle,Minor
A007891,2025-02-13,North Julieburgh,Minor
A007892,2023-07-22,Johnsonborough,Minor
A007893,2024-06-26,Ruizbury,Moderate
A007894,2024-02-20,Port Emilyview,Minor
A007895,2024-07-13,Courtneyburgh,Moderate
A007896,2024-07-03,Benjaminmouth,Severe
A007897,2023-10-17,Foxtown,Severe
A007898,2023-07-28,Johnstonland,Severe
A007899,2023-03-28,Floresside,Moderate
A007900,2023-03-21,Lake Barbara,Moderate
A007901,2023-04-26,West Ianborough,Severe
A007902,2024-05-28,Jessicastad,Moderate
A007903,2024-12-20,Morriston,Severe
A007904,2023-05-02,Haroldshire,Severe
A007905,2024-10-17,Taylortown,Severe
A007906,2023-09-19,North Ericside,Severe
A007907,2024-03-09,Wardbury,Severe
A007908,2024-01-12,Port Rebeccaville,Minor
A007909,2023-09-13,Matthewton,Severe
A007910,2024-05-22,North Codyfort,Minor
A007911,2023-08-28,West Shannon,Moderate
A007912,2023-03-13,Ellisfurt,Minor
A007913,2023-07-22,Lake Ivan,Moderate
A007914,2023-12-21,South Nicholasview,Severe
A007915,2024-04-30,New Cynthiaville,Moderate
A007916,2023-09-04,Douglasport,Severe
A007917,2024-02-18,Rebeccamouth,Severe
A007918,2023-12-26,Port Wendy,Minor
A007919,2023-06-16,Port Anita,Moderate
A007920,2023-08-03,Sherriberg,Severe
A007921,2023-06-22,Thomasshire,Moderate
A007922,2024-03-25,Figueroaborough,Minor
A007923,2023-12-15,West Jessica,Minor
A007924,2024-06-26,New Tammy,Moderate
A007925,2023-04-03,Martinside,Minor
A007926,2023-08-29,East Seanville,Moderate
A007927,2025-02-14,South Michael,Moderate
A007928,2023-09-03,Butlertown,Moderate
A007929,2023-03-23,Mannview,Severe
A007930,2024-04-02,East Richard,Severe
A007931,2023-07-23,North Karen,Moderate
A007932,2024-11-25,West Amanda,Moderate
A007933,2023-05-29,East Nicholasburgh,Severe
A007934,2024-08-02,Angelaberg,Moderate
A007935,2023-04-21,Sharonfort,Moderate
A007936,2024-07-25,North Benjaminberg,Severe
A007937,2023-05-24,Davidmouth,Minor
A007938,2024-01-07,West Markview,Severe
A007939,2024-05-26,Richardmouth,Moderate
A007940,2024-09-04,Lake Williefort,Minor
A007941,2024-08-29,Knightborough,Minor
A007942,2024-04-13,Nicholaschester,Moderate
A007943,2023-04-11,North Michaelbury,Severe
A007944,2023-08-04,Cindyburgh,Moderate
A007945,2024-08-28,Skinnermouth,Moderate
A007946,2024-11-28,Lindseyborough,Severe
A007947,2024-12-21,North Jonathanville,Moderate
A007948,2024-05-25,West Keith,Minor
A007949,2024-04-23,Turnerburgh,Severe
A007950,2023-05-11,New Joshua,Moderate
A007951,2024-12-19,North Spencer,Moderate
A007952,2024-03-07,Michellefort,Moderate
A007953,2023-09-04,New Brandonberg,Minor
A007954,2024-09-15,Hendersonfort,Moderate
A007955,2024-08-25,Lisaberg,Severe
A007956,2024-01-29,Bradleymouth,Severe
A007957,2023-06-04,North Jimmy,Severe
A007958,2023-08-21,Hurleytown,Moderate
A007959,2024-05-02,Lake Trevorland,Moderate
A007960,2023-08-16,Lake Richardshire,Minor
A007961,2023-11-24,West Jared,Minor
A007962,2024-08-05,Lopezhaven,Minor
A007963,2024-09-23,North Morganville,Severe
A007964,2024-08-23,Zacharyland,Severe
A007965,2023-10-25,Diamondview,Minor
A007966,2023-08-24,East Micheleside,Severe
A007967,2024-05-14,Burchmouth,Minor
A007968,2023-12-19,Phamton,Minor
A007969,2024-11-04,Ginaburgh,Moderate
A007970,2023-03-23,East Nicholasview,Minor
A007971,2024-12-31,Thomasberg,Severe
A007972,2025-01-12,Thompsonmouth,Minor
A007973,2024-06-07,Martinbury,Minor
A007974,2024-09-26,Port Aaron,Moderate
A007975,2023-04-06,West Bobby,Minor
A007976,2024-07-10,Rachaelbury,Minor
A007977,2023-10-17,Danaberg,Severe
A007978,2024-12-26,Catherineshire,Minor
A007979,2023-10-31,East Jonside,Severe
A007980,2025-01-10,Smithtown,Severe
A007981,2023-03-28,Esparzafort,Severe
A007982,2024-07-27,Port Reginafort,Minor
A007983,2023-05-11,Holmesfort,Minor
A007984,2024-08-12,Christopherfurt,Minor
A007985,2024-12-16,Robertton,Severe
A007986,2024-02-15,Beasleyfurt,Minor
A007987,2025-01-24,Trantown,Severe
A007988,2024-09-03,Hardymouth,Severe
A007989,2023-11-27,East Kelseyborough,Minor
A007990,2024-12-18,Jamesbury,Severe
A007991,2023-08-18,Andersonmouth,Minor
A007992,2023-03-26,Aliciaton,Severe
A007993,2023-12-28,Lake Stacy,Moderate
A007994,2024-04-11,West Richardhaven,Severe
A007995,2024-02-29,Jenniferborough,Severe
A007996,2023-09-26,Johnberg,Severe
A007997,2023-09-08,East Tami,Minor
A007998,2023-12-25,Johnsonstad,Moderate
A007999,2023-07-15,Port Dean,Moderate
A008000,2025-02-04,West Elizabethtown,Minor
A008001,2023-11-10,Johnfurt,Moderate
A008002,2024-01-12,North Adrianaport,Severe
A008003,2023-09-07,Popetown,Minor
A008004,2024-06-22,West Laurenborough,Minor
A008005,2025-01-26,Davidville,Severe
A008006,2023-03-18,East Michael,Minor
A008007,2023-12-20,North Alyssa,Minor
A008008,2024-11-01,New Michaeltown,Severe
A008009,2023-02-18,East Michelleville,Minor
A008010,2024-09-23,Andrewsmouth,Severe
A008011,2024-11-07,Brooksshire,Severe
A008012,2023-12-21,Mitchellland,Severe
A008013,2023-04-02,South Alexanderfurt,Moderate
A008014,2023-02-21,North Adam,Moderate
A008015,2024-01-12,Brandonstad,Severe
A008016,2025-02-18,West Susanmouth,Moderate
A008017,2024-01-07,Smithbury,Moderate
A008018,2023-07-29,Cooktown,Minor
A008019,2023-10-17,New Candice,Moderate
A008020,2023-04-25,New Stephenchester,Minor
A008021,2024-04-12,Lake Jessemouth,Severe
A008022,2023-06-29,Makaylafort,Severe
A008023,2023-12-22,South Carlside,Minor
A008024,2024-06-12,Diazburgh,Moderate
A008025,2024-11-01,Lake Joshuaborough,Severe
A008026,2024-04-02,West Matthewville,Moderate
A008027,2024-03-23,Sabrinaport,Minor
A008028,2023-05-06,New Ronaldchester,Minor
A008029,2024-11-09,North Andrew,Moderate
A008030,2024-10-17,East Madisonmouth,Severe
A008031,2023-07-23,New Andreshire,Severe
A008032,2023-04-30,Rhondafurt,Minor
A008033,2024-02-06,Lopezville,Minor
A008034,2023-03-16,Henrymouth,Minor
A008035,2024-09-27,South Joshua,Minor
A008036,2023-07-02,Williamsonshire,Minor
A008037,2025-01-11,Davisland,Minor
A008038,2024-10-17,West Shelbyview,Severe
A008039,2024-05-16,New Angelaport,Severe
A008040,2023-07-23,New Mary,Minor
A008041,2023-07-17,Oconnorton,Severe
A008042,2023-07-02,South Jameschester,Severe
A008043,2024-10-29,Santosville,Severe
A008044,2023-08-02,West Charlestown,Minor
A008045,2023-09-06,South Jesse,Moderate
A008046,2023-07-13,New Lisa,Moderate
A008047,2025-01-12,Taylorland,Moderate
A008048,2024-05-05,South Nathanburgh,Severe
A008049,2024-08-03,Port Alexis,Severe
A008050,2023-08-02,New Alexistown,Severe
A008051,2023-08-07,West Christina,Severe
A008052,2023-12-03,Wagnermouth,Moderate
A008053,2023-10-08,Anthonyport,Moderate
A008054,2023-04-28,East Tracymouth,Minor
A008055,2023-04-09,Frankhaven,Severe
A008056,2025-01-23,Christinefurt,Severe
A008057,2024-02-20,West Mark,Moderate
A008058,2023-08-24,Lake Nathantown,Minor
A008059,2025-02-18,Powellborough,Minor
A008060,2024-07-07,North Philipville,Minor
A008061,2024-07-02,Laurashire,Moderate
A008062,2023-06-07,North Kevin,Moderate
A008063,2023-12-18,Amandahaven,Minor
A008064,2023-09-14,North Christianmouth,Severe
A008065,2024-02-25,Smithfurt,Moderate
A008066,2024-02-20,New Troyberg,Moderate
A008067,2024-03-27,Lake Jameshaven,Severe
A008068,2023-06-20,Jamiemouth,Severe
A008069,2025-02-10,Derekland,Moderate
A008070,2023-10-14,Sergioside,Severe
A008071,2023-12-16,Tinachester,Minor
A008072,2023-09-12,Joelberg,Moderate
A008073,2024-05-06,West Brittanyburgh,Severe
A008074,2024-06-15,South Michael,Minor
A008075,2023-11-24,North Robert,Minor
A008076,2024-08-20,Derekton,Moderate
A008077,2023-10-15,Rayhaven,Moderate
A008078,2023-07-28,Kennedyland,Severe
A008079,2024-04-28,Duncanchester,Severe
A008080,2024-05-18,Kimberlyton,Moderate
A008081,2023-07-15,Lake Virginiaport,Severe
A008082,2023-10-06,Castroland,Severe
A008083,2025-02-13,Mcmahonton,Severe
A008084,2025-02-15,East Kim,Minor
A008085,2023-12-22,West Steven,Minor
A008086,2023-06-15,Lake Joshua,Moderate
A008087,2023-07-11,Erikside,Severe
A008088,2023-09-05,South John,Moderate
A008089,2024-07-04,Perezburgh,Severe
A008090,2024-09-01,Mitchellshire,Moderate
A008091,2023-05-08,East Alejandrofort,Severe
A008092,2023-09-09,East Tyler,Minor
A008093,2023-05-27,Tinashire,Minor
A008094,2023-03-01,Port Adam,Moderate
A008095,2023-04-18,Rodriguezfurt,Minor
A008096,2024-09-02,Port Derek,Severe
A008097,2024-09-30,South Markport,Moderate
A008098,2024-12-08,South John,Minor
A008099,2024-12-18,Phillipsstad,Severe
A008100,2023-10-19,South Erika,Moderate
A008101,2024-04-25,Gregoryland,Severe
A008102,2023-04-19,Jessicafort,Minor
A008103,2023-12-09,Jordanborough,Severe
A008104,2023-05-18,New Bobbyhaven,Severe
A008105,2023-04-10,Michaelaburgh,Minor
A008106,2024-01-05,Tammyland,Severe
A008107,2024-10-25,East Donna,Severe
A008108,2025-01-19,Port Jasonburgh,Severe
A008109,2024-09-10,West Stephanie,Minor
A008110,2024-12-22,Port Gerald,Severe
A008111,2023-10-02,West Karenmouth,Moderate
A008112,2024-01-11,Evansburgh,Moderate
A008113,2023-05-04,East Charlesshire,Moderate
A008114,2024-09-30,Solomonmouth,Severe
A008115,2024-12-29,Curryborough,Minor
A008116,2023-09-20,East Cristina,Severe
A008117,2023-04-15,Obrienmouth,Severe
A008118,2025-02-11,Mcdanielville,Severe
A008119,2024-08-02,Fergusonmouth,Severe
A008120,2023-05-10,East Loriburgh,Severe
A008121,2024-04-16,South Daniel,Severe
A008122,2023-07-31,Heatherville,Moderate
A008123,2023-10-13,Vasquezmouth,Minor
A008124,2023-05-08,Michaelton,Moderate
A008125,2025-01-20,Brookechester,Moderate
A008126,2023-07-02,Kleinview,Moderate
A008127,2024-11-30,North Laurenmouth,Severe
A008128,2023-10-01,East Patricia,Moderate
A008129,2023-03-15,Riveraville,Moderate
A008130,2024-08-05,Mariastad,Minor
A008131,2025-02-10,Melanieborough,Severe
A008132,2023-08-09,Pattyville,Severe
A008133,2023-07-02,East Nicole,Minor
A008134,2023-10-05,Bensontown,Moderate
A008135,2023-04-21,North Krista,Minor
A008136,2024-09-13,Phillipsbury,Severe
A008137,2023-08-25,Finleymouth,Minor
A008138,2024-12-07,East Mariahbury,Minor
A008139,2023-05-29,Michaelstad,Severe
A008140,2024-12-21,South Alicia,Severe
A008141,2024-12-09,Lake Lindsayberg,Minor
A008142,2024-10-11,South Meghan,Minor
A008143,2025-01-30,Shawstad,Minor
A008144,2023-10-22,New Catherineview,Minor
A008145,2023-03-27,New Markbury,Severe
A008146,2023-06-15,Lake Dalehaven,Moderate
A008147,2025-02-09,Triciaborough,Severe
A008148,2024-01-04,Ramseyport,Moderate
A008149,2024-11-15,Roberthaven,Severe
A008150,2023-11-15,Lewiston,Minor
A008151,2023-08-26,Maryburgh,Moderate
A008152,2024-10-03,North Jennifermouth,Severe
A008153,2024-01-16,East Petermouth,Moderate
A008154,2024-03-08,New Daisy,Minor
A008155,2024-05-12,Valerieburgh,Severe
A008156,2024-07-04,Escobarfort,Severe
A008157,2024-09-20,South Robyn,Severe
A008158,2024-12-21,East Mariaview,Minor
A008159,2023-05-14,Lake Crystal,Severe
A008160,2024-01-18,Newmanberg,Minor
A008161,2023-12-02,Lake Crystalborough,Moderate
A008162,2024-09-20,Lake Shawnhaven,Severe
A008163,2024-09-24,Mackenziehaven,Severe
A008164,2024-06-21,West David,Severe
A008165,2023-11-10,New Nicholasview,Minor
A008166,2024-09-10,Colemanside,Moderate
A008167,2023-07-19,Shanechester,Severe
A008168,2023-05-02,East Brian,Moderate
A008169,2025-02-18,Lake Carriestad,Severe
A008170,2023-09-08,Mejiashire,Severe
A008171,2024-03-08,West Nicholasville,Minor
A008172,2024-07-02,Lake Nicholas,Severe
A008173,2024-12-20,East David,Moderate
A008174,2023-11-10,Jenniferbury,Severe
A008175,2024-03-29,Alishaton,Minor
A008176,2023-05-28,Brettville,Minor
A008177,2024-01-18,Wilkersonberg,Severe
A008178,2024-07-19,New Daniel,Severe
A008179,2024-10-27,Santiagochester,Moderate
A008180,2023-10-02,Melissatown,Minor
A008181,2023-03-12,Lake Glennland,Minor
A008182,2024-11-28,Atkinsonview,Minor
A008183,2024-12-29,Katherinebury,Moderate
A008184,2024-11-24,Evansmouth,Minor
A008185,2023-08-06,East Sarahshire,Moderate
A008186,2024-10-24,Markport,Severe
A008187,2024-12-09,New Michael,Moderate
A008188,2024-11-08,Cynthiaview,Minor
A008189,2023-09-13,Lake Cassieside,Moderate
A008190,2024-07-30,Chloeshire,Moderate
A008191,2024-06-11,Steventown,Moderate
A008192,2023-12-16,East Michelleburgh,Severe
A008193,2024-09-23,Lake Marcusborough,Minor
A008194,2023-09-18,South Rachael,Moderate
A008195,2023-12-31,East Christopher,Minor
A008196,2024-05-22,Lake Bradfurt,Moderate
A008197,2023-09-23,Alexanderville,Severe
A008198,2024-07-02,East Anthonyville,Minor
A008199,2023-11-14,East Phillip,Moderate
A008200,2025-01-30,Kyletown,Severe
A008201,2023-03-06,Martinland,Moderate
A008202,2024-11-14,Lake Alex,Severe
A008203,2023-12-31,Larsonland,Severe
A008204,2023-04-09,Simmonsshire,Minor
A008205,2024-08-26,Bowersfort,Severe
A008206,2023-08-23,Lake Eric,Severe
A008207,2023-11-17,Marystad,Moderate
A008208,2024-01-11,East Brianmouth,Minor
A008209,2023-04-25,Darleneville,Moderate
A008210,2024-10-07,Danielburgh,Severe
A008211,2024-07-15,Lake Michael,Minor
A008212,2023-12-20,New Jeremy,Minor
A008213,2023-12-12,Port David,Moderate
A008214,2024-07-21,Dawsonborough,Severe
A008215,2023-04-30,East Sarah,Severe
A008216,2024-02-12,Anthonystad,Moderate
A008217,2024-07-02,Lake Melissaville,Moderate
A008218,2025-01-31,Jamieside,Minor
A008219,2023-04-30,Lake Stevenbury,Severe
A008220,2024-11-01,Lake Stephaniemouth,Minor
A008221,2023-06-04,Stephanieberg,Severe
A008222,2023-08-05,Michellebury,Severe
A008223,2023-04-24,Evanshaven,Minor
A008224,2023-04-04,Lawsonfurt,Moderate
A008225,2024-05-31,West Lisa,Minor
A008226,2023-09-07,Johnsonside,Minor
A008227,2023-11-23,Jerryton,Minor
A008228,2023-07-07,North Roberttown,Moderate
A008229,2024-10-26,Williamsland,Severe
A008230,2024-03-23,North Gina,Severe
A008231,2023-08-14,Ashleytown,Moderate
A008232,2023-10-08,Lake Stephenshire,Severe
A008233,2024-07-23,East Maryside,Moderate
A008234,2024-09-24,East Angelaton,Severe
A008235,2024-03-29,Kristopherfurt,Severe
A008236,2025-02-14,New Lucashaven,Minor
A008237,2023-12-28,Port Wanda,Severe
A008238,2023-11-25,Douglasburgh,Severe
A008239,2023-04-06,South Kristen,Moderate
A008240,2025-01-24,Wilsonland,Severe
A008241,2023-07-16,Harpermouth,Severe
A008242,2024-03-24,North Michaelland,Severe
A008243,2024-06-24,Lake Michael,Minor
A008244,2024-05-23,East Christopherfort,Severe
A008245,2024-01-31,New Whitneyfort,Moderate
A008246,2023-07-04,Johnsonside,Severe
A008247,2023-09-28,Sheriside,Moderate
A008248,2023-05-04,West Michael,Severe
A008249,2025-02-15,Wardshire,Minor
A008250,2023-09-10,East Donaldfort,Severe
A008251,2024-01-30,East Tanner,Severe
A008252,2024-04-04,Longville,Minor
A008253,2024-10-17,Lake Christopher,Minor
A008254,2023-12-29,Lake Anthonychester,Moderate
A008255,2024-06-25,Wyattborough,Moderate
A008256,2023-09-01,Adamview,Moderate
A008257,2023-03-26,North Mikaylabury,Minor
A008258,2024-01-23,Michaelton,Severe
A008259,2023-09-21,Jamesbury,Moderate
A008260,2024-11-01,Jorgeton,Severe
A008261,2024-11-11,New Lisa,Severe
A008262,2023-04-08,Calebmouth,Severe
A008263,2024-12-29,Lake Aliciashire,Minor
A008264,2023-03-12,Garciabury,Moderate
A008265,2023-08-26,Port Donnashire,Moderate
A008266,2023-05-30,Port Jeffery,Severe
A008267,2023-05-25,West Meganchester,Severe
A008268,2024-04-18,Danaville,Moderate
A008269,2023-09-12,South Wendyton,Severe
A008270,2024-10-30,New Sandy,Minor
A008271,2024-02-21,New Kevin,Moderate
A008272,2024-12-06,New Deborahmouth,Severe
A008273,2023-03-09,Johnsonshire,Moderate
A008274,2023-11-07,Emilyborough,Severe
A008275,2023-09-14,Bryanbury,Severe
A008276,2023-05-07,West Kelly,Moderate
A008277,2023-06-11,Bensonton,Minor
A008278,2023-10-22,Markhaven,Moderate
A008279,2025-02-24,Port Devin,Severe
A008280,2024-01-22,Ericfort,Severe
A008281,2025-02-11,Brianfort,Minor
A008282,2023-11-07,New Russell,Minor
A008283,2023-10-19,South Markhaven,Severe
A008284,2024-02-09,South Johnfurt,Minor
A008285,2024-07-28,West Brandon,Minor
A008286,2024-02-06,East Allisonstad,Minor
A008287,2024-01-26,Wallacefurt,Severe
A008288,2024-08-08,North Anthonyland,Severe
A008289,2023-10-22,Hartside,Severe
A008290,2025-01-18,Barronchester,Severe
A008291,2024-01-18,Lake Jeffreyhaven,Severe
A008292,2023-12-25,West Caleb,Severe
A008293,2023-07-29,North Brittanymouth,Minor
A008294,2023-10-12,South Christopher,Moderate
A008295,2024-07-14,Howellbury,Minor
A008296,2024-09-20,Lake Paul,Severe
A008297,2024-03-31,Port Kimberlyton,Severe
A008298,2023-03-28,Stevenborough,Minor
A008299,2024-01-03,Port Kenneth,Severe
A008300,2023-06-06,North Melissa,Moderate
A008301,2024-10-17,New Natalieborough,Moderate
A008302,2023-05-06,Shawnamouth,Severe
A008303,2023-06-02,Jenniferburgh,Minor
A008304,2024-10-22,Frederickland,Severe
A008305,2023-08-29,Johnborough,Severe
A008306,2023-03-09,Howardberg,Moderate
A008307,2024-01-09,Jamesport,Moderate
A008308,2023-11-10,Camachotown,Moderate
A008309,2024-07-03,South Matthew,Minor
A008310,2024-03-21,New Gregoryport,Minor
A008311,2024-03-12,Bonillaville,Minor
A008312,2025-02-10,Jennifertown,Moderate
A008313,2024-11-21,Brandyside,Minor
A008314,2024-05-10,Natalieberg,Minor
A008315,2023-09-15,West Ryantown,Severe
A008316,2023-05-20,West Daisytown,Minor
A008317,2024-06-30,West Maryfort,Moderate
A008318,2024-09-25,Howardland,Severe
A008319,2025-01-25,Charlesburgh,Severe
A008320,2024-02-23,South Megan,Severe
A008321,2023-10-25,Parkerton,Minor
A008322,2024-05-24,West Sarahside,Moderate
A008323,2024-11-02,New Amyton,Severe
A008324,2023-04-06,East Ebonybury,Minor
A008325,2025-01-22,Port Bryan,Minor
A008326,2023-08-12,Arthurborough,Moderate
A008327,2023-08-17,South Rebeccaton,Minor
A008328,2024-08-07,Tanyamouth,Severe
A008329,2025-01-11,Lunamouth,Moderate
A008330,2024-03-06,Christophershire,Severe
A008331,2024-02-13,Deckerborough,Severe
A008332,2023-05-12,Kevinstad,Minor
A008333,2023-07-17,Laurastad,Minor
A008334,2023-11-08,Lake William,Minor
A008335,2024-04-23,Howellmouth,Minor
A008336,2023-03-09,Kellyview,Severe
A008337,2025-01-12,North Katherineport,Moderate
A008338,2023-09-25,East Timothy,Moderate
A008339,2024-04-22,North Dominiqueport,Minor
A008340,2024-10-30,Robinsonchester,Minor
A008341,2024-09-02,North Jessica,Severe
A008342,2024-11-30,East Billyfurt,Minor
A008343,2023-08-29,Cabreramouth,Minor
A008344,2023-07-16,West Wesley,Moderate
A008345,2023-12-15,Durhamton,Minor
A008346,2024-06-08,Paulaborough,Severe
A008347,2025-01-25,Angelaberg,Minor
A008348,2023-04-02,Rivasfort,Minor
A008349,2024-06-22,Dustinborough,Severe
A008350,2024-12-09,East Heidi,Severe
A008351,2023-07-15,West Kathy,Minor
A008352,2025-02-01,Thomasburgh,Severe
A008353,2023-06-28,West Christopher,Minor
A008354,2024-02-14,Spencemouth,Moderate
A008355,2023-12-11,Parkerbury,Minor
A008356,2023-05-06,Port Stacyville,Moderate
A008357,2024-10-31,Biancaville,Severe
A008358,2024-08-01,Vasquezmouth,Severe
A008359,2024-09-23,Mullenport,Moderate
A008360,2024-11-26,Callahanville,Minor
A008361,2023-11-05,East Veronicaland,Minor
A008362,2024-08-02,West Anthony,Moderate
A008363,2023-04-27,East Charles,Severe
A008364,2025-01-25,Katherineside,Severe
A008365,2023-08-19,South Hectortown,Moderate
A008366,2023-09-08,Amandaberg,Moderate
A008367,2023-08-29,New Alexanderbury,Minor
A008368,2023-08-31,Lake Connieland,Moderate
A008369,2023-08-14,Williamschester,Severe
A008370,2024-01-21,Jenniferside,Moderate
A008371,2024-05-02,Lake Steven,Minor
A008372,2024-11-04,Lake Donald,Moderate
A008373,2024-07-21,South Shelleymouth,Severe
A008374,2023-10-20,New Teresaburgh,Moderate
A008375,2024-06-28,Cindyborough,Moderate
A008376,2024-10-20,Sheilaton,Minor
A008377,2023-05-13,North Terriville,Minor
A008378,2024-03-24,Butlerview,Minor
A008379,2025-01-03,Wisestad,Moderate
A008380,2023-06-28,Paulport,Moderate
A008381,2024-08-05,Jacksonmouth,Severe
A008382,2023-06-28,South Samanthashire,Minor
A008383,2024-08-05,Mejialand,Moderate
A008384,2023-04-24,South Jessicaberg,Moderate
A008385,2024-09-07,South Susan,Moderate
A008386,2024-03-25,Jenniferborough,Moderate
A008387,2024-12-27,West Anthonyside,Severe
A008388,2024-04-21,Morgantown,Minor
A008389,2023-04-02,Lake Christopher,Minor
A008390,2023-04-22,Roseshire,Moderate
A008391,2024-11-24,Lisabury,Severe
A008392,2023-04-12,Matthewsmouth,Moderate
A008393,2024-03-15,New Amber,Moderate
A008394,2023-07-30,Bakerfurt,Moderate
A008395,2023-10-01,South Rachelside,Severe
A008396,2024-08-31,Robertchester,Minor
