claim_id,policy_id,claimant_id,accident_id,claim_date,claim_amount,status,processing_days
C008509,P63551,CL56291,A008509,2024-10-02,13959,Rejected,34
C008510,P26576,CL87988,A008510,2025-02-04,49280,Approved,28
C008511,P54222,CL75590,A008511,2024-12-28,16488,Pending,45
C008512,P58603,CL90895,A008512,2023-03-25,14803,Approved,41
C008513,P48303,CL43689,A008513,2023-04-30,41514,Rejected,31
C008514,P25958,CL65895,A008514,2023-07-16,40734,Rejected,42
C008515,P55307,CL70268,A008515,2024-03-02,12674,Rejected,3
C008516,P61642,CL38417,A008516,2023-09-25,12510,Pending,9
C008517,P45789,CL08417,A008517,2024-07-22,30394,Approved,35
C008518,P11780,CL19032,A008518,2024-08-31,29670,Rejected,53
C008519,P80099,CL27771,A008519,2024-12-11,10424,Rejected,35
C008520,P87890,CL28659,A008520,2023-09-20,693,Pending,29
C008521,P19799,CL78336,A008521,2024-11-21,12604,Pending,4
C008522,P69423,CL01697,A008522,2023-03-04,18590,Rejected,53
C008523,P77990,CL53803,A008523,2024-02-15,20563,Pending,8
C008524,P58429,CL03154,A008524,2023-12-31,18989,Rejected,56
C008525,P80440,CL62106,A008525,2023-11-09,22082,Rejected,52
C008526,P68234,CL62175,A008526,2023-09-30,11582,Pending,21
C008527,P86440,CL88787,A008527,2023-03-09,4478,Pending,40
C008528,P54796,CL85968,A008528,2025-02-07,37011,Rejected,19
C008529,P26549,CL24436,A008529,2024-01-15,4413,Approved,39
C008530,P51356,CL07514,A008530,2023-07-28,24056,Pending,9
C008531,P50286,CL14007,A008531,2023-12-12,10688,Pending,18
C008532,P48727,CL83235,A008532,2023-07-25,41304,Approved,44
C008533,P15141,CL09511,A008533,2023-03-03,47247,Rejected,57
C008534,P46911,CL69208,A008534,2024-12-17,30151,Pending,34
C008535,P38098,CL25121,A008535,2025-02-20,1991,Approved,49
C008536,P66245,CL30789,A008536,2024-01-28,44880,Rejected,1
C008537,P64028,CL06382,A008537,2023-02-27,15891,Rejected,56
C008538,P12624,CL82097,A008538,2025-02-25,43850,Pending,59
C008539,P16606,CL52467,A008539,2025-02-18,30366,Pending,43
C008540,P21703,CL87874,A008540,2023-03-21,19546,Rejected,31
C008541,P22650,CL24330,A008541,2025-02-10,45417,Rejected,33
C008542,P15252,CL33771,A008542,2024-10-01,37575,Rejected,23
C008543,P69446,CL42786,A008543,2024-04-30,47031,Approved,47
C008544,P35883,CL58557,A008544,2023-05-21,4353,Rejected,1
C008545,P96592,CL24453,A008545,2023-09-24,37753,Approved,5
C008546,P78843,CL40516,A008546,2023-10-10,42814,Pending,50
C008547,P42979,CL80274,A008547,2024-01-15,15054,Rejected,56
C008548,P37362,CL60125,A008548,2024-12-30,9252,Rejected,37
C008549,P76379,CL87480,A008549,2023-05-01,9251,Pending,54
C008550,P65870,CL60116,A008550,2024-10-16,21166,Approved,58
C008551,P36450,CL41469,A008551,2023-09-03,19516,Approved,43
C008552,P16870,CL71328,A008552,2023-06-27,49815,Rejected,51
C008553,P38790,CL82983,A008553,2023-09-08,22821,Pending,9
C008554,P34274,CL61770,A008554,2024-01-07,22655,Pending,41
C008555,P49645,CL95315,A008555,2024-12-27,10169,Rejected,22
C008556,P35049,CL87871,A008556,2023-09-23,44350,Rejected,47
C008557,P37868,CL69842,A008557,2024-01-30,14458,Rejected,56
C008558,P80532,CL40367,A008558,2023-12-14,42978,Pending,12
C008559,P63192,CL34370,A008559,2024-01-29,9833,Pending,2
C008560,P67058,CL94484,A008560,2023-03-10,34090,Rejected,19
C008561,P30206,CL24470,A008561,2023-12-15,27451,Rejected,29
C008562,P23242,CL02719,A008562,2024-05-17,24198,Pending,39
C008563,P83230,CL58284,A008563,2024-01-23,7733,Pending,29
C008564,P47515,CL17845,A008564,2024-06-15,9606,Approved,60
C008565,P41934,CL20329,A008565,2023-06-21,33019,Pending,33
C008566,P66383,CL12903,A008566,2024-05-13,9410,Rejected,22
C008567,P20733,CL74687,A008567,2023-10-20,30475,Pending,19
C008568,P33201,CL52435,A008568,2024-03-24,16756,Approved,8
C008569,P37652,CL40904,A008569,2023-11-21,32246,Pending,35
C008570,P33154,CL45006,A008570,2023-11-01,47917,Approved,19
C008571,P56369,CL75017,A008571,2024-05-19,27220,Pending,37
C008572,P35261,CL86486,A008572,2023-08-26,38799,Pending,2
C008573,P74224,CL19964,A008573,2023-11-03,27079,Rejected,5
C008574,P51100,CL23164,A008574,2024-07-31,3969,Rejected,54
C008575,P81383,CL79610,A008575,2023-09-21,44411,Rejected,36
C008576,P87974,CL12484,A008576,2024-10-07,28110,Pending,28
C008577,P75226,CL99759,A008577,2023-12-09,34637,Approved,31
C008578,P84592,CL20300,A008578,2023-04-19,4279,Approved,53
C008579,P78715,CL92825,A008579,2024-03-25,36789,Pending,38
C008580,P48182,CL97549,A008580,2024-04-10,39874,Rejected,54
C008581,P39805,CL12842,A008581,2024-05-06,19819,Pending,47
C008582,P22600,CL65076,A008582,2024-05-11,35370,Pending,10
C008583,P83367,CL57007,A008583,2024-10-20,17271,Rejected,15
C008584,P95897,CL19069,A008584,2023-11-13,14118,Rejected,43
C008585,P40524,CL63670,A008585,2024-06-03,35622,Approved,36
C008586,P80740,CL32419,A008586,2024-02-19,25435,Approved,6
C008587,P94846,CL94051,A008587,2025-02-07,40297,Rejected,30
C008588,P74793,CL51289,A008588,2023-07-14,33453,Approved,4
C008589,P59350,CL75983,A008589,2023-03-31,46913,Approved,33
C008590,P92245,CL98585,A008590,2024-01-07,23312,Rejected,6
C008591,P29567,CL38882,A008591,2023-03-23,48044,Approved,43
C008592,P33925,CL97193,A008592,2023-12-15,11404,Approved,12
C008593,P34072,CL90801,A008593,2023-06-03,22328,Approved,27
C008594,P11458,CL94376,A008594,2023-06-10,26151,Approved,5
C008595,P99897,CL03084,A008595,2023-10-20,13122,Approved,11
C008596,P87095,CL05203,A008596,2023-04-09,28082,Approved,60
C008597,P88369,CL23524,A008597,2023-10-04,43944,Pending,48
C008598,P53368,CL81831,A008598,2024-07-02,34502,Rejected,5
C008599,P97825,CL75898,A008599,2023-11-24,10336,Pending,42
C008600,P97411,CL59218,A008600,2024-05-16,46915,Pending,36
C008601,P15842,CL61038,A008601,2024-10-17,29634,Pending,35
C008602,P55558,CL48455,A008602,2024-07-01,33587,Approved,43
C008603,P88350,CL71732,A008603,2025-01-30,5158,Approved,5
C008604,P60414,CL96970,A008604,2023-06-11,42556,Pending,19
C008605,P30215,CL48757,A008605,2023-11-27,16777,Approved,26
C008606,P91854,CL55609,A008606,2024-08-28,14613,Approved,11
C008607,P75471,CL59803,A008607,2023-07-26,41781,Rejected,1
C008608,P15847,CL02502,A008608,2024-11-02,8645,Approved,55
C008609,P40251,CL38844,A008609,2024-11-21,31935,Approved,15
C008610,P43223,CL56915,A008610,2024-02-12,6566,Pending,28
C008611,P25469,CL17244,A008611,2024-07-24,24706,Approved,27
C008612,P89288,CL55248,A008612,2024-05-27,27323,Approved,10
C008613,P71393,CL10306,A008613,2023-08-31,5673,Pending,42
C008614,P98701,CL46741,A008614,2023-08-28,27311,Approved,57
C008615,P84722,CL65940,A008615,2024-01-18,47532,Approved,1
C008616,P53883,CL79098,A008616,2023-08-01,37184,Approved,43
C008617,P38697,CL60487,A008617,2025-02-17,35821,Pending,36
C008618,P55161,CL44813,A008618,2023-07-10,36961,Approved,31
C008619,P68134,CL79549,A008619,2023-11-11,849,Pending,50
C008620,P74850,CL21892,A008620,2025-02-22,18893,Approved,8
C008621,P93217,CL69396,A008621,2024-05-23,7987,Approved,48
C008622,P76653,CL47354,A008622,2024-12-04,28748,Approved,21
C008623,P97008,CL16922,A008623,2023-10-19,3684,Rejected,43
C008624,P64504,CL15017,A008624,2024-12-10,28411,Approved,18
C008625,P54184,CL08823,A008625,2023-08-26,46640,Rejected,43
C008626,P93862,CL30097,A008626,2023-08-03,31509,Approved,22
C008627,P90311,CL09935,A008627,2024-07-23,49629,Pending,35
C008628,P93139,CL56441,A008628,2024-09-13,9272,Approved,22
C008629,P32062,CL34221,A008629,2024-04-28,44274,Approved,24
C008630,P94194,CL50750,A008630,2023-03-23,10623,Pending,60
C008631,P37667,CL17743,A008631,2024-02-25,37883,Pending,56
C008632,P99892,CL97436,A008632,2023-06-20,40234,Approved,48
C008633,P64626,CL03229,A008633,2023-09-21,26095,Rejected,27
C008634,P74849,CL77586,A008634,2024-03-03,17362,Approved,17
C008635,P62515,CL45266,A008635,2023-03-12,45037,Rejected,38
C008636,P43788,CL18063,A008636,2024-06-01,41859,Approved,10
C008637,P39182,CL12023,A008637,2025-01-25,30524,Pending,6
C008638,P47776,CL68141,A008638,2024-03-04,47673,Approved,38
C008639,P69367,CL64841,A008639,2023-06-17,33526,Rejected,13
C008640,P33324,CL95710,A008640,2024-09-06,35768,Approved,53
C008641,P61250,CL14925,A008641,2023-03-08,10122,Pending,6
C008642,P71820,CL48997,A008642,2024-06-23,41083,Pending,60
C008643,P70965,CL90426,A008643,2024-08-18,35449,Pending,28
C008644,P80953,CL40115,A008644,2024-04-16,24540,Approved,50
C008645,P49963,CL96931,A008645,2023-08-20,36970,Pending,55
C008646,P30369,CL67315,A008646,2025-01-19,17483,Approved,49
C008647,P57668,CL44831,A008647,2024-09-23,29183,Rejected,13
C008648,P68196,CL16811,A008648,2023-07-11,45507,Rejected,49
C008649,P43269,CL67911,A008649,2023-07-16,26411,Rejected,22
C008650,P47328,CL19281,A008650,2025-02-23,4063,Approved,34
C008651,P55947,CL49036,A008651,2024-09-03,45818,Pending,59
C008652,P40844,CL32606,A008652,2025-01-07,12333,Rejected,18
C008653,P42217,CL57765,A008653,2025-02-20,17769,Approved,10
C008654,P16327,CL40133,A008654,2023-08-22,39113,Pending,7
C008655,P77865,CL40907,A008655,2024-02-07,10297,Pending,56
C008656,P20747,CL87379,A008656,2023-07-30,4066,Rejected,53
C008657,P10757,CL47206,A008657,2023-02-27,22113,Approved,27
C008658,P51388,CL73694,A008658,2023-12-22,13508,Rejected,13
C008659,P72309,CL04090,A008659,2025-01-22,42186,Pending,35
C008660,P77390,CL66575,A008660,2024-05-19,47437,Approved,60
C008661,P69640,CL28323,A008661,2025-01-12,16750,Approved,35
C008662,P36925,CL98636,A008662,2025-01-04,9238,Approved,27
C008663,P42661,CL58670,A008663,2023-11-16,5363,Approved,44
C008664,P79848,CL43946,A008664,2023-10-26,4870,Approved,37
C008665,P51091,CL33605,A008665,2024-06-01,23377,Pending,57
C008666,P40240,CL48782,A008666,2025-02-16,24572,Rejected,22
C008667,P74677,CL97656,A008667,2025-01-15,1016,Pending,15
C008668,P87335,CL13755,A008668,2023-04-07,2109,Rejected,8
C008669,P73511,CL57020,A008669,2024-12-19,23750,Pending,40
C008670,P88984,CL57382,A008670,2024-12-15,14108,Pending,41
C008671,P41877,CL50623,A008671,2023-05-11,41844,Approved,21
C008672,P85013,CL83955,A008672,2023-04-14,46023,Pending,8
C008673,P49573,CL77882,A008673,2024-04-29,38682,Approved,35
C008674,P15700,CL31489,A008674,2024-05-14,33566,Approved,17
C008675,P51954,CL07668,A008675,2024-02-01,36516,Approved,36
C008676,P42722,CL94460,A008676,2024-02-25,29936,Rejected,3
C008677,P15533,CL66192,A008677,2023-06-03,17130,Pending,34
C008678,P94685,CL38087,A008678,2024-02-04,16263,Rejected,59
C008679,P26246,CL86445,A008679,2025-02-12,11201,Rejected,25
C008680,P82922,CL70228,A008680,2024-08-24,4114,Approved,4
C008681,P95803,CL94865,A008681,2025-01-24,32287,Pending,35
C008682,P58524,CL63355,A008682,2023-08-03,44064,Rejected,34
C008683,P61060,CL47620,A008683,2024-04-03,33035,Approved,33
C008684,P48533,CL24857,A008684,2024-03-20,29017,Rejected,14
C008685,P92611,CL03127,A008685,2024-03-18,45904,Rejected,32
C008686,P70879,CL62428,A008686,2024-07-30,44694,Approved,50
C008687,P77562,CL30775,A008687,2023-06-20,12366,Approved,27
C008688,P25465,CL44524,A008688,2024-02-25,23135,Rejected,28
C008689,P41784,CL46949,A008689,2024-12-11,41181,Approved,5
C008690,P72519,CL53061,A008690,2024-04-12,45464,Rejected,8
C008691,P62265,CL87702,A008691,2024-09-19,24549,Approved,38
C008692,P47668,CL08773,A008692,2023-03-25,13772,Approved,2
C008693,P60814,CL27273,A008693,2023-07-29,30037,Approved,18
C008694,P11606,CL20156,A008694,2024-01-25,42072,Approved,27
C008695,P88871,CL97497,A008695,2023-10-21,8859,Approved,48
C008696,P22574,CL78068,A008696,2024-09-04,22756,Approved,14
C008697,P85520,CL20870,A008697,2023-10-19,18793,Rejected,43
C008698,P40066,CL97323,A008698,2024-03-22,4231,Rejected,8
C008699,P96748,CL63713,A008699,2025-02-15,34452,Rejected,36
C008700,P96134,CL83830,A008700,2023-09-12,35140,Rejected,52
C008701,P28064,CL52173,A008701,2023-04-13,17441,Approved,25
C008702,P11938,CL22466,A008702,2023-06-27,19850,Pending,4
C008703,P50834,CL32298,A008703,2023-06-29,2164,Pending,39
C008704,P57940,CL45925,A008704,2024-10-21,38985,Pending,56
C008705,P95953,CL07648,A008705,2024-09-01,17312,Rejected,57
C008706,P89328,CL34662,A008706,2024-06-03,11349,Rejected,3
C008707,P98451,CL83621,A008707,2025-01-04,5488,Rejected,4
C008708,P57038,CL68196,A008708,2023-08-18,5486,Rejected,43
C008709,P57823,CL87108,A008709,2024-04-05,7881,Rejected,3
C008710,P77148,CL07502,A008710,2023-04-06,15123,Rejected,42
C008711,P67390,CL61850,A008711,2023-10-02,1313,Pending,28
C008712,P66441,CL42653,A008712,2023-03-12,46128,Approved,35
C008713,P68934,CL66908,A008713,2024-03-09,16185,Pending,38
C008714,P86638,CL86253,A008714,2024-11-09,29209,Rejected,58
C008715,P26356,CL36398,A008715,2023-11-14,20266,Approved,53
C008716,P28116,CL48184,A008716,2025-02-16,35955,Approved,40
C008717,P85183,CL55459,A008717,2024-07-21,36960,Pending,14
C008718,P59744,CL58770,A008718,2023-03-27,34954,Rejected,6
C008719,P89355,CL89629,A008719,2024-12-09,6068,Rejected,42
C008720,P28137,CL53234,A008720,2024-07-04,39958,Rejected,20
C008721,P82941,CL85902,A008721,2024-11-08,14557,Pending,16
C008722,P10551,CL87501,A008722,2023-10-02,2219,Pending,39
C008723,P39034,CL13276,A008723,2023-07-17,46622,Pending,56
C008724,P50914,CL30074,A008724,2025-02-10,10914,Rejected,60
C008725,P97127,CL25740,A008725,2024-10-04,35478,Rejected,29
C008726,P41180,CL21271,A008726,2023-11-08,32690,Approved,51
C008727,P81103,CL16670,A008727,2025-01-03,16024,Approved,48
C008728,P85370,CL72741,A008728,2025-01-03,3732,Rejected,36
C008729,P92934,CL33058,A008729,2023-06-20,27412,Approved,58
C008730,P12710,CL51028,A008730,2024-04-18,37248,Approved,55
C008731,P29297,CL23704,A008731,2023-03-17,6973,Approved,10
C008732,P17235,CL25832,A008732,2025-01-18,6621,Rejected,42
C008733,P32741,CL88469,A008733,2025-01-14,7984,Rejected,37
C008734,P66786,CL02642,A008734,2023-03-01,14500,Rejected,46
C008735,P58835,CL34201,A008735,2023-07-17,25909,Approved,35
C008736,P14706,CL17017,A008736,2024-07-23,13896,Approved,21
C008737,P45613,CL40490,A008737,2024-05-05,35094,Pending,33
C008738,P52521,CL96496,A008738,2023-07-16,33435,Approved,1
C008739,P73877,CL58499,A008739,2023-10-19,42862,Rejected,10
C008740,P14372,CL19900,A008740,2024-11-26,18352,Approved,7
C008741,P71352,CL14056,A008741,2024-05-26,843,Rejected,12
C008742,P81643,CL99714,A008742,2024-03-26,21921,Approved,31
C008743,P13985,CL91092,A008743,2023-07-02,2792,Pending,49
C008744,P61119,CL41649,A008744,2024-12-05,25907,Rejected,49
C008745,P93104,CL45989,A008745,2025-01-02,37117,Rejected,26
C008746,P76063,CL46346,A008746,2024-06-23,3940,Pending,52
C008747,P65578,CL34487,A008747,2023-10-09,19446,Approved,16
C008748,P87563,CL36103,A008748,2025-02-11,27909,Rejected,6
C008749,P15088,CL01945,A008749,2023-12-20,38298,Approved,26
C008750,P95982,CL29845,A008750,2023-04-02,44333,Pending,36
C008751,P59078,CL75261,A008751,2023-07-18,1433,Pending,37
C008752,P62259,CL87581,A008752,2023-05-03,46481,Pending,6
C008753,P77099,CL76097,A008753,2024-12-18,28858,Pending,58
C008754,P54135,CL10193,A008754,2024-07-16,37382,Rejected,46
C008755,P18034,CL05174,A008755,2024-02-12,36774,Pending,30
C008756,P76919,CL57404,A008756,2024-11-04,29138,Approved,52
C008757,P27059,CL25893,A008757,2023-10-25,37085,Approved,8
C008758,P87972,CL44455,A008758,2023-06-16,27572,Pending,43
C008759,P45204,CL72967,A008759,2023-10-29,17495,Pending,32
C008760,P25729,CL17915,A008760,2024-09-05,40919,Pending,14
C008761,P23610,CL05796,A008761,2023-07-13,36927,Pending,47
C008762,P13091,CL92585,A008762,2023-08-27,5904,Pending,40
C008763,P47674,CL88964,A008763,2025-02-12,6119,Pending,4
C008764,P78202,CL68550,A008764,2024-07-17,49635,Pending,42
C008765,P46349,CL93257,A008765,2023-05-15,28860,Pending,60
C008766,P75238,CL69320,A008766,2023-06-25,17009,Rejected,8
C008767,P35198,CL99404,A008767,2023-04-03,1979,Pending,55
C008768,P91138,CL38556,A008768,2023-04-27,7353,Approved,51
C008769,P57809,CL08042,A008769,2024-09-22,24040,Approved,5
C008770,P19534,CL45734,A008770,2025-01-21,46413,Rejected,49
C008771,P68583,CL36754,A008771,2023-04-19,41123,Approved,35
C008772,P13730,CL35154,A008772,2024-05-15,27261,Pending,47
C008773,P72913,CL55422,A008773,2023-12-21,1121,Approved,10
C008774,P95396,CL74113,A008774,2024-08-30,24659,Rejected,2
C008775,P37518,CL59901,A008775,2023-08-05,39197,Pending,11
C008776,P52900,CL76504,A008776,2023-03-03,48508,Approved,46
C008777,P32777,CL93854,A008777,2024-06-25,28947,Approved,27
C008778,P85813,CL36577,A008778,2024-04-29,23631,Approved,43
C008779,P67958,CL98451,A008779,2023-08-11,36809,Approved,51
C008780,P51275,CL56537,A008780,2023-07-28,46342,Approved,41
C008781,P29113,CL67180,A008781,2024-10-10,41298,Pending,44
C008782,P75250,CL05469,A008782,2024-01-14,45947,Rejected,30
C008783,P56050,CL42735,A008783,2023-04-04,7065,Rejected,32
C008784,P36803,CL08498,A008784,2024-07-07,4040,Pending,24
C008785,P77719,CL41116,A008785,2025-02-25,7248,Rejected,20
C008786,P89429,CL82707,A008786,2023-03-19,22706,Approved,47
C008787,P75925,CL73637,A008787,2024-12-05,31948,Pending,29
C008788,P78669,CL45361,A008788,2024-10-02,4241,Pending,44
C008789,P98632,CL12934,A008789,2025-01-22,15991,Pending,24
C008790,P55140,CL22275,A008790,2024-03-11,20972,Rejected,33
C008791,P75863,CL22308,A008791,2024-11-21,32623,Pending,14
C008792,P28536,CL72387,A008792,2024-11-23,15703,Rejected,34
C008793,P24587,CL16013,A008793,2024-04-09,40378,Pending,35
C008794,P37605,CL39526,A008794,2023-03-29,5719,Rejected,16
C008795,P69536,CL25628,A008795,2024-12-18,14784,Pending,14
C008796,P65869,CL17704,A008796,2024-04-11,33460,Approved,2
C008797,P30874,CL11796,A008797,2023-05-31,10980,Pending,47
C008798,P97622,CL32077,A008798,2025-01-21,23702,Approved,31
C008799,P49233,CL01129,A008799,2024-07-31,11893,Rejected,4
C008800,P75878,CL36635,A008800,2023-09-15,36125,Pending,35
C008801,P53743,CL91564,A008801,2024-12-16,13387,Pending,4
C008802,P98007,CL48874,A008802,2023-03-23,36473,Approved,22
C008803,P28579,CL87104,A008803,2024-04-14,39241,Rejected,5
C008804,P46123,CL66416,A008804,2024-01-06,4253,Approved,3
C008805,P58407,CL87371,A008805,2024-08-20,27528,Approved,42
C008806,P52700,CL48465,A008806,2023-06-18,875,Approved,36
C008807,P76113,CL89547,A008807,2023-07-21,30946,Rejected,17
C008808,P79742,CL89431,A008808,2024-04-26,42195,Rejected,57
C008809,P95809,CL63454,A008809,2023-09-29,34121,Pending,4
C008810,P19486,CL19896,A008810,2023-08-30,41364,Approved,34
C008811,P15505,CL50938,A008811,2024-12-27,6828,Approved,27
C008812,P10948,CL21543,A008812,2024-07-16,36168,Pending,23
C008813,P56672,CL31209,A008813,2023-08-16,24309,Rejected,58
C008814,P70880,CL49754,A008814,2024-12-28,13419,Approved,29
C008815,P59288,CL90472,A008815,2024-05-08,13099,Rejected,58
C008816,P95273,CL35455,A008816,2024-08-10,23293,Pending,10
C008817,P46623,CL56308,A008817,2023-05-27,12321,Pending,21
C008818,P27504,CL03569,A008818,2024-09-02,25826,Rejected,13
C008819,P35718,CL65146,A008819,2024-02-19,47200,Pending,30
C008820,P43641,CL23022,A008820,2023-06-29,36792,Approved,50
C008821,P19936,CL01077,A008821,2023-12-06,24138,Approved,19
C008822,P82629,CL43267,A008822,2023-09-15,5376,Rejected,5
C008823,P91966,CL59658,A008823,2023-09-16,39309,Rejected,35
C008824,P83965,CL45284,A008824,2024-12-29,19050,Rejected,29
C008825,P94760,CL13146,A008825,2024-10-20,30220,Approved,45
C008826,P65554,CL73463,A008826,2023-04-08,31170,Pending,48
C008827,P24897,CL10931,A008827,2024-10-08,33725,Approved,27
C008828,P63062,CL12705,A008828,2023-08-30,43432,Approved,35
C008829,P41090,CL69753,A008829,2023-03-22,6281,Approved,6
C008830,P22280,CL68080,A008830,2023-09-02,41350,Pending,16
C008831,P49023,CL69889,A008831,2023-04-30,29276,Pending,48
C008832,P21979,CL32779,A008832,2024-01-29,10779,Pending,1
C008833,P85531,CL66033,A008833,2023-08-21,49213,Rejected,8
C008834,P23330,CL06377,A008834,2024-03-13,8072,Pending,21
C008835,P17393,CL35044,A008835,2024-05-05,40570,Pending,58
C008836,P33709,CL37136,A008836,2023-09-25,37111,Pending,50
C008837,P56431,CL91060,A008837,2023-10-11,13145,Approved,52
C008838,P35508,CL27449,A008838,2024-04-13,36674,Pending,8
C008839,P66885,CL50041,A008839,2024-12-22,32803,Pending,33
C008840,P32934,CL12959,A008840,2023-03-19,8234,Approved,28
C008841,P68778,CL04613,A008841,2024-01-27,38505,Approved,5
C008842,P24182,CL72082,A008842,2023-08-07,38274,Rejected,46
C008843,P45597,CL53598,A008843,2023-06-03,32125,Pending,27
C008844,P91136,CL95072,A008844,2023-11-14,20586,Rejected,50
C008845,P36250,CL16099,A008845,2024-03-24,8639,Approved,53
C008846,P99966,CL32168,A008846,2024-11-24,22779,Rejected,24
C008847,P30918,CL58171,A008847,2023-11-21,13175,Pending,17
C008848,P19244,CL80457,A008848,2024-07-28,30444,Pending,42
C008849,P88932,CL78403,A008849,2023-12-29,10089,Pending,42
C008850,P45109,CL58344,A008850,2024-04-16,27502,Rejected,50
C008851,P72914,CL45068,A008851,2024-06-05,4699,Approved,31
C008852,P90172,CL40551,A008852,2023-10-24,12816,Pending,1
C008853,P38233,CL26908,A008853,2023-09-21,17885,Approved,52
C008854,P73178,CL48239,A008854,2023-08-15,12752,Rejected,34
C008855,P10963,CL24317,A008855,2024-09-28,39176,Approved,18
C008856,P38936,CL36773,A008856,2024-03-13,29232,Pending,7
C008857,P64719,CL07312,A008857,2023-03-10,5955,Pending,55
C008858,P15235,CL43382,A008858,2023-11-15,33981,Approved,22
C008859,P11858,CL85373,A008859,2023-09-18,21729,Rejected,10
C008860,P51340,CL01289,A008860,2024-05-11,28818,Approved,35
C008861,P87281,CL41512,A008861,2024-07-02,45941,Approved,4
C008862,P35395,CL91715,A008862,2023-03-28,25780,Rejected,23
C008863,P40422,CL55805,A008863,2024-12-21,22282,Rejected,52
C008864,P46580,CL46761,A008864,2024-08-15,2284,Approved,30
C008865,P95507,CL36728,A008865,2024-03-10,35016,Pending,48
C008866,P39247,CL58787,A008866,2023-11-22,17182,Approved,51
C008867,P94395,CL85885,A008867,2024-12-21,29682,Approved,42
C008868,P52118,CL38143,A008868,2024-04-17,31759,Rejected,24
C008869,P86936,CL71952,A008869,2023-06-23,44584,Rejected,43
C008870,P22485,CL41698,A008870,2025-02-08,48489,Rejected,49
C008871,P96601,CL89546,A008871,2024-02-15,748,Rejected,56
C008872,P74925,CL90649,A008872,2024-09-06,38824,Approved,59
C008873,P59292,CL98878,A008873,2023-06-08,2159,Pending,1
C008874,P37348,CL28425,A008874,2024-05-03,17554,Pending,24
C008875,P53312,CL69929,A008875,2024-12-10,9065,Approved,15
C008876,P36826,CL01672,A008876,2024-07-25,46583,Rejected,25
C008877,P37278,CL01625,A008877,2024-03-17,38020,Approved,53
C008878,P36011,CL65945,A008878,2024-08-11,29790,Pending,22
C008879,P45555,CL54019,A008879,2025-02-06,18936,Rejected,12
C008880,P12452,CL48968,A008880,2024-02-28,21050,Approved,23
C008881,P54193,CL97155,A008881,2024-03-11,8043,Rejected,36
C008882,P83559,CL64804,A008882,2023-03-18,4156,Approved,59
C008883,P60893,CL19733,A008883,2025-01-22,15480,Approved,16
C008884,P63006,CL45081,A008884,2024-06-04,48817,Pending,5
C008885,P57154,CL76906,A008885,2024-02-05,41877,Approved,38
C008886,P81040,CL14911,A008886,2025-02-13,37450,Approved,53
C008887,P34393,CL07289,A008887,2025-02-02,30786,Rejected,2
C008888,P78688,CL98984,A008888,2023-08-29,16646,Approved,48
C008889,P96374,CL87726,A008889,2023-06-25,34468,Approved,1
C008890,P94173,CL59111,A008890,2024-03-23,6707,Pending,18
C008891,P93748,CL50123,A008891,2023-03-03,19522,Rejected,57
C008892,P65014,CL88000,A008892,2024-06-17,39794,Approved,19
C008893,P22087,CL32683,A008893,2023-11-29,7909,Rejected,4
C008894,P68597,CL75506,A008894,2024-01-26,33923,Approved,58
C008895,P31699,CL35575,A008895,2023-12-29,5622,Approved,23
C008896,P57669,CL45286,A008896,2024-12-03,15670,Approved,20
C008897,P11807,CL95366,A008897,2024-12-10,42867,Pending,27
C008898,P54126,CL87398,A008898,2024-09-15,6247,Pending,49
C008899,P73491,CL84896,A008899,2023-04-18,44901,Rejected,56
C008900,P41973,CL58129,A008900,2023-05-26,48265,Approved,12
C008901,P34129,CL28161,A008901,2024-11-12,25988,Pending,18
C008902,P51895,CL87762,A008902,2023-05-24,23713,Pending,7
C008903,P94653,CL96143,A008903,2024-02-27,24438,Approved,42
C008904,P60535,CL11602,A008904,2024-07-13,41793,Approved,29
C008905,P61118,CL26777,A008905,2024-07-07,6130,Pending,24
C008906,P15514,CL48125,A008906,2024-09-15,48021,Approved,20
C008907,P18474,CL39504,A008907,2024-09-25,44567,Pending,31
C008908,P61823,CL53196,A008908,2023-11-26,14582,Pending,23
C008909,P94234,CL22259,A008909,2023-12-24,30004,Approved,52
C008910,P42800,CL10614,A008910,2024-01-06,8567,Pending,41
C008911,P70521,CL65453,A008911,2025-02-05,8185,Pending,57
C008912,P72491,CL46337,A008912,2024-07-01,36154,Pending,53
C008913,P59497,CL85532,A008913,2025-01-09,4543,Rejected,54
C008914,P29345,CL81826,A008914,2023-08-13,27955,Rejected,27
C008915,P14083,CL51153,A008915,2023-08-18,34518,Rejected,44
C008916,P40797,CL18069,A008916,2024-10-01,40856,Pending,51
C008917,P87892,CL31466,A008917,2023-03-23,21168,Approved,46
C008918,P43719,CL76622,A008918,2024-04-30,5106,Approved,51
C008919,P18998,CL21895,A008919,2024-03-24,42628,Pending,48
C008920,P63199,CL12081,A008920,2024-08-27,25295,Approved,58
C008921,P51040,CL63315,A008921,2023-11-27,4789,Pending,38
C008922,P12011,CL51116,A008922,2024-01-22,3746,Pending,52
C008923,P20213,CL57317,A008923,2024-08-24,32426,Approved,48
C008924,P92259,CL73518,A008924,2024-08-02,38634,Pending,36
C008925,P13170,CL15725,A008925,2023-04-29,8033,Pending,55
C008926,P21618,CL99909,A008926,2023-08-03,26456,Approved,41
C008927,P21040,CL19187,A008927,2025-01-23,47446,Rejected,38
