claim_id,accident_id,claimant_id,vehicle_id,policy_id_y,claim_date,claim_amount,status,processing_days
C008748,A008748,CL36103,V008748,P87563,2025-02-11,27909,Rejected,6
C008749,A008749,CL01945,V008749,P15088,2023-12-20,38298,Approved,26
C008750,A008750,CL29845,V008750,P95982,2023-04-02,44333,Pending,36
C008751,A008751,CL75261,V008751,P59078,2023-07-18,1433,Pending,37
C008752,A008752,CL87581,V008752,P62259,2023-05-03,46481,Pending,6
C008753,A008753,CL76097,V008753,P77099,2024-12-18,28858,Pending,58
C008754,A008754,CL10193,V008754,P54135,2024-07-16,37382,Rejected,46
C008755,A008755,CL05174,V008755,P18034,2024-02-12,36774,Pending,30
C008756,A008756,CL57404,V008756,P76919,2024-11-04,29138,Approved,52
C008757,A008757,CL25893,V008757,P27059,2023-10-25,37085,Approved,8
C008758,A008758,CL44455,V008758,P87972,2023-06-16,27572,Pending,43
C008759,A008759,CL72967,V008759,P45204,2023-10-29,17495,Pending,32
C008760,A008760,CL17915,V008760,P25729,2024-09-05,40919,Pending,14
C008761,A008761,CL05796,V008761,P23610,2023-07-13,36927,Pending,47
C008762,A008762,CL92585,V008762,P13091,2023-08-27,5904,Pending,40
C008763,A008763,CL88964,V008763,P47674,2025-02-12,6119,Pending,4
C008764,A008764,CL68550,V008764,P78202,2024-07-17,49635,Pending,42
C008765,A008765,CL93257,V008765,P46349,2023-05-15,28860,Pending,60
C008766,A008766,CL69320,V008766,P75238,2023-06-25,17009,Rejected,8
C008767,A008767,CL99404,V008767,P35198,2023-04-03,1979,Pending,55
C008768,A008768,CL38556,V008768,P91138,2023-04-27,7353,Approved,51
C008769,A008769,CL08042,V008769,P57809,2024-09-22,24040,Approved,5
C008770,A008770,CL45734,V008770,P19534,2025-01-21,46413,Rejected,49
C008771,A008771,CL36754,V008771,P68583,2023-04-19,41123,Approved,35
C008772,A008772,CL35154,V008772,P13730,2024-05-15,27261,Pending,47
C008773,A008773,CL55422,V008773,P72913,2023-12-21,1121,Approved,10
C008774,A008774,CL74113,V008774,P95396,2024-08-30,24659,Rejected,2
C008775,A008775,CL59901,V008775,P37518,2023-08-05,39197,Pending,11
C008776,A008776,CL76504,V008776,P52900,2023-03-03,48508,Approved,46
C008777,A008777,CL93854,V008777,P32777,2024-06-25,28947,Approved,27
C008778,A008778,CL36577,V008778,P85813,2024-04-29,23631,Approved,43
C008779,A008779,CL98451,V008779,P67958,2023-08-11,36809,Approved,51
C008780,A008780,CL56537,V008780,P51275,2023-07-28,46342,Approved,41
C008781,A008781,CL67180,V008781,P29113,2024-10-10,41298,Pending,44
C008782,A008782,CL05469,V008782,P75250,2024-01-14,45947,Rejected,30
C008783,A008783,CL42735,V008783,P56050,2023-04-04,7065,Rejected,32
C008784,A008784,CL08498,V008784,P36803,2024-07-07,4040,Pending,24
C008785,A008785,CL41116,V008785,P77719,2025-02-25,7248,Rejected,20
C008786,A008786,CL82707,V008786,P89429,2023-03-19,22706,Approved,47
C008787,A008787,CL73637,V008787,P75925,2024-12-05,31948,Pending,29
C008788,A008788,CL45361,V008788,P78669,2024-10-02,4241,Pending,44
C008789,A008789,CL12934,V008789,P98632,2025-01-22,15991,Pending,24
C008790,A008790,CL22275,V008790,P55140,2024-03-11,20972,Rejected,33
C008791,A008791,CL22308,V008791,P75863,2024-11-21,32623,Pending,14
C008792,A008792,CL72387,V008792,P28536,2024-11-23,15703,Rejected,34
C008793,A008793,CL16013,V008793,P24587,2024-04-09,40378,Pending,35
C008794,A008794,CL39526,V008794,P37605,2023-03-29,5719,Rejected,16
C008795,A008795,CL25628,V008795,P69536,2024-12-18,14784,Pending,14
C008796,A008796,CL17704,V008796,P65869,2024-04-11,33460,Approved,2
C008797,A008797,CL11796,V008797,P30874,2023-05-31,10980,Pending,47
C008798,A008798,CL32077,V008798,P97622,2025-01-21,23702,Approved,31
C008799,A008799,CL01129,V008799,P49233,2024-07-31,11893,Rejected,4
C008800,A008800,CL36635,V008800,P75878,2023-09-15,36125,Pending,35
C008801,A008801,CL91564,V008801,P53743,2024-12-16,13387,Pending,4
C008802,A008802,CL48874,V008802,P98007,2023-03-23,36473,Approved,22
C008803,A008803,CL87104,V008803,P28579,2024-04-14,39241,Rejected,5
C008804,A008804,CL66416,V008804,P46123,2024-01-06,4253,Approved,3
C008805,A008805,CL87371,V008805,P58407,2024-08-20,27528,Approved,42
C008806,A008806,CL48465,V008806,P52700,2023-06-18,875,Approved,36
C008807,A008807,CL89547,V008807,P76113,2023-07-21,30946,Rejected,17
C008808,A008808,CL89431,V008808,P79742,2024-04-26,42195,Rejected,57
C008809,A008809,CL63454,V008809,P95809,2023-09-29,34121,Pending,4
C008810,A008810,CL19896,V008810,P19486,2023-08-30,41364,Approved,34
C008811,A008811,CL50938,V008811,P15505,2024-12-27,6828,Approved,27
C008812,A008812,CL21543,V008812,P10948,2024-07-16,36168,Pending,23
C008813,A008813,CL31209,V008813,P56672,2023-08-16,24309,Rejected,58
C008814,A008814,CL49754,V008814,P70880,2024-12-28,13419,Approved,29
C008815,A008815,CL90472,V008815,P59288,2024-05-08,13099,Rejected,58
C008816,A008816,CL35455,V008816,P95273,2024-08-10,23293,Pending,10
C008817,A008817,CL56308,V008817,P46623,2023-05-27,12321,Pending,21
C008818,A008818,CL03569,V008818,P27504,2024-09-02,25826,Rejected,13
C008819,A008819,CL65146,V008819,P35718,2024-02-19,47200,Pending,30
C008820,A008820,CL23022,V008820,P43641,2023-06-29,36792,Approved,50
C008821,A008821,CL01077,V008821,P19936,2023-12-06,24138,Approved,19
C008822,A008822,CL43267,V008822,P82629,2023-09-15,5376,Rejected,5
C008823,A008823,CL59658,V008823,P91966,2023-09-16,39309,Rejected,35
C008824,A008824,CL45284,V008824,P83965,2024-12-29,19050,Rejected,29
C008825,A008825,CL13146,V008825,P94760,2024-10-20,30220,Approved,45
C008826,A008826,CL73463,V008826,P65554,2023-04-08,31170,Pending,48
C008827,A008827,CL10931,V008827,P24897,2024-10-08,33725,Approved,27
C008828,A008828,CL12705,V008828,P63062,2023-08-30,43432,Approved,35
C008829,A008829,CL69753,V008829,P41090,2023-03-22,6281,Approved,6
C008830,A008830,CL68080,V008830,P22280,2023-09-02,41350,Pending,16
C008831,A008831,CL69889,V008831,P49023,2023-04-30,29276,Pending,48
C008832,A008832,CL32779,V008832,P21979,2024-01-29,10779,Pending,1
C008833,A008833,CL66033,V008833,P85531,2023-08-21,49213,Rejected,8
C008834,A008834,CL06377,V008834,P23330,2024-03-13,8072,Pending,21
C008835,A008835,CL35044,V008835,P17393,2024-05-05,40570,Pending,58
C008836,A008836,CL37136,V008836,P33709,2023-09-25,37111,Pending,50
C008837,A008837,CL91060,V008837,P56431,2023-10-11,13145,Approved,52
C008838,A008838,CL27449,V008838,P35508,2024-04-13,36674,Pending,8
C008839,A008839,CL50041,V008839,P66885,2024-12-22,32803,Pending,33
C008840,A008840,CL12959,V008840,P32934,2023-03-19,8234,Approved,28
C008841,A008841,CL04613,V008841,P68778,2024-01-27,38505,Approved,5
C008842,A008842,CL72082,V008842,P24182,2023-08-07,38274,Rejected,46
C008843,A008843,CL53598,V008843,P45597,2023-06-03,32125,Pending,27
C008844,A008844,CL95072,V008844,P91136,2023-11-14,20586,Rejected,50
C008845,A008845,CL16099,V008845,P36250,2024-03-24,8639,Approved,53
C008846,A008846,CL32168,V008846,P99966,2024-11-24,22779,Rejected,24
C008847,A008847,CL58171,V008847,P30918,2023-11-21,13175,Pending,17
C008848,A008848,CL80457,V008848,P19244,2024-07-28,30444,Pending,42
C008849,A008849,CL78403,V008849,P88932,2023-12-29,10089,Pending,42
C008850,A008850,CL58344,V008850,P45109,2024-04-16,27502,Rejected,50
C008851,A008851,CL45068,V008851,P72914,2024-06-05,4699,Approved,31
C008852,A008852,CL40551,V008852,P90172,2023-10-24,12816,Pending,1
C008853,A008853,CL26908,V008853,P38233,2023-09-21,17885,Approved,52
C008854,A008854,CL48239,V008854,P73178,2023-08-15,12752,Rejected,34
C008855,A008855,CL24317,V008855,P10963,2024-09-28,39176,Approved,18
C008856,A008856,CL36773,V008856,P38936,2024-03-13,29232,Pending,7
C008857,A008857,CL07312,V008857,P64719,2023-03-10,5955,Pending,55
C008858,A008858,CL43382,V008858,P15235,2023-11-15,33981,Approved,22
C008859,A008859,CL85373,V008859,P11858,2023-09-18,21729,Rejected,10
C008860,A008860,CL01289,V008860,P51340,2024-05-11,28818,Approved,35
C008861,A008861,CL41512,V008861,P87281,2024-07-02,45941,Approved,4
C008862,A008862,CL91715,V008862,P35395,2023-03-28,25780,Rejected,23
C008863,A008863,CL55805,V008863,P40422,2024-12-21,22282,Rejected,52
C008864,A008864,CL46761,V008864,P46580,2024-08-15,2284,Approved,30
C008865,A008865,CL36728,V008865,P95507,2024-03-10,35016,Pending,48
C008866,A008866,CL58787,V008866,P39247,2023-11-22,17182,Approved,51
C008867,A008867,CL85885,V008867,P94395,2024-12-21,29682,Approved,42
C008868,A008868,CL38143,V008868,P52118,2024-04-17,31759,Rejected,24
C008869,A008869,CL71952,V008869,P86936,2023-06-23,44584,Rejected,43
C008870,A008870,CL41698,V008870,P22485,2025-02-08,48489,Rejected,49
C008871,A008871,CL89546,V008871,P96601,2024-02-15,748,Rejected,56
C008872,A008872,CL90649,V008872,P74925,2024-09-06,38824,Approved,59
C008873,A008873,CL98878,V008873,P59292,2023-06-08,2159,Pending,1
C008874,A008874,CL28425,V008874,P37348,2024-05-03,17554,Pending,24
C008875,A008875,CL69929,V008875,P53312,2024-12-10,9065,Approved,15
C008876,A008876,CL01672,V008876,P36826,2024-07-25,46583,Rejected,25
C008877,A008877,CL01625,V008877,P37278,2024-03-17,38020,Approved,53
C008878,A008878,CL65945,V008878,P36011,2024-08-11,29790,Pending,22
C008879,A008879,CL54019,V008879,P45555,2025-02-06,18936,Rejected,12
C008880,A008880,CL48968,V008880,P12452,2024-02-28,21050,Approved,23
C008881,A008881,CL97155,V008881,P54193,2024-03-11,8043,Rejected,36
C008882,A008882,CL64804,V008882,P83559,2023-03-18,4156,Approved,59
C008883,A008883,CL19733,V008883,P60893,2025-01-22,15480,Approved,16
C008884,A008884,CL45081,V008884,P63006,2024-06-04,48817,Pending,5
C008885,A008885,CL76906,V008885,P57154,2024-02-05,41877,Approved,38
C008886,A008886,CL14911,V008886,P81040,2025-02-13,37450,Approved,53
C008887,A008887,CL07289,V008887,P34393,2025-02-02,30786,Rejected,2
C008888,A008888,CL98984,V008888,P78688,2023-08-29,16646,Approved,48
C008889,A008889,CL87726,V008889,P96374,2023-06-25,34468,Approved,1
C008890,A008890,CL59111,V008890,P94173,2024-03-23,6707,Pending,18
C008891,A008891,CL50123,V008891,P93748,2023-03-03,19522,Rejected,57
C008892,A008892,CL88000,V008892,P65014,2024-06-17,39794,Approved,19
C008893,A008893,CL32683,V008893,P22087,2023-11-29,7909,Rejected,4
C008894,A008894,CL75506,V008894,P68597,2024-01-26,33923,Approved,58
C008895,A008895,CL35575,V008895,P31699,2023-12-29,5622,Approved,23
C008896,A008896,CL45286,V008896,P57669,2024-12-03,15670,Approved,20
C008897,A008897,CL95366,V008897,P11807,2024-12-10,42867,Pending,27
C008898,A008898,CL87398,V008898,P54126,2024-09-15,6247,Pending,49
C008899,A008899,CL84896,V008899,P73491,2023-04-18,44901,Rejected,56
C008900,A008900,CL58129,V008900,P41973,2023-05-26,48265,Approved,12
C008901,A008901,CL28161,V008901,P34129,2024-11-12,25988,Pending,18
C008902,A008902,CL87762,V008902,P51895,2023-05-24,23713,Pending,7
C008903,A008903,CL96143,V008903,P94653,2024-02-27,24438,Approved,42
C008904,A008904,CL11602,V008904,P60535,2024-07-13,41793,Approved,29
C008905,A008905,CL26777,V008905,P61118,2024-07-07,6130,Pending,24
C008906,A008906,CL48125,V008906,P15514,2024-09-15,48021,Approved,20
C008907,A008907,CL39504,V008907,P18474,2024-09-25,44567,Pending,31
C008908,A008908,CL53196,V008908,P61823,2023-11-26,14582,Pending,23
C008909,A008909,CL22259,V008909,P94234,2023-12-24,30004,Approved,52
C008910,A008910,CL10614,V008910,P42800,2024-01-06,8567,Pending,41
C008911,A008911,CL65453,V008911,P70521,2025-02-05,8185,Pending,57
C008912,A008912,CL46337,V008912,P72491,2024-07-01,36154,Pending,53
C008913,A008913,CL85532,V008913,P59497,2025-01-09,4543,Rejected,54
C008914,A008914,CL81826,V008914,P29345,2023-08-13,27955,Rejected,27
C008915,A008915,CL51153,V008915,P14083,2023-08-18,34518,Rejected,44
C008916,A008916,CL18069,V008916,P40797,2024-10-01,40856,Pending,51
C008917,A008917,CL31466,V008917,P87892,2023-03-23,21168,Approved,46
C008918,A008918,CL76622,V008918,P43719,2024-04-30,5106,Approved,51
C008919,A008919,CL21895,V008919,P18998,2024-03-24,42628,Pending,48
C008920,A008920,CL12081,V008920,P63199,2024-08-27,25295,Approved,58
C008921,A008921,CL63315,V008921,P51040,2023-11-27,4789,Pending,38
C008922,A008922,CL51116,V008922,P12011,2024-01-22,3746,Pending,52
C008923,A008923,CL57317,V008923,P20213,2024-08-24,32426,Approved,48
C008924,A008924,CL73518,V008924,P92259,2024-08-02,38634,Pending,36
C008925,A008925,CL15725,V008925,P13170,2023-04-29,8033,Pending,55
C008926,A008926,CL99909,V008926,P21618,2023-08-03,26456,Approved,41
C008927,A008927,CL19187,V008927,P21040,2025-01-23,47446,Rejected,38
C008928,A008928,CL53084,V008928,P27637,2023-08-26,7569,Pending,39
C008929,A008929,CL88934,V008929,P64426,2024-08-19,37142,Pending,25
C008930,A008930,CL19879,V008930,P71230,2024-09-29,18903,Approved,21
C008931,A008931,CL88210,V008931,P79661,2024-11-25,859,Approved,30
C008932,A008932,CL28820,V008932,P74839,2024-05-24,43735,Pending,20
C008933,A008933,CL28822,V008933,P48996,2023-06-06,42894,Pending,47
C008934,A008934,CL80703,V008934,P90907,2024-04-06,36499,Rejected,36
C008935,A008935,CL83393,V008935,P16281,2024-01-22,17340,Approved,48
C008936,A008936,CL18605,V008936,P62308,2024-07-09,4970,Approved,49
C008937,A008937,CL22253,V008937,P15993,2023-06-23,18660,Approved,45
C008938,A008938,CL31165,V008938,P92935,2023-04-25,32338,Rejected,18
C008939,A008939,CL33554,V008939,P71381,2024-11-26,29123,Rejected,49
C008940,A008940,CL49723,V008940,P35111,2024-12-11,30058,Rejected,59
C008941,A008941,CL24982,V008941,P32687,2024-10-11,21681,Rejected,60
C008942,A008942,CL85205,V008942,P79161,2023-09-04,2765,Rejected,3
C008943,A008943,CL94569,V008943,P98677,2023-07-16,30525,Pending,32
C008944,A008944,CL88177,V008944,P88971,2023-11-01,17760,Approved,24
C008945,A008945,CL41160,V008945,P57484,2024-07-22,4975,Pending,60
C008946,A008946,CL47427,V008946,P27235,2024-05-13,16210,Approved,52
C008947,A008947,CL23255,V008947,P58508,2023-07-11,40625,Approved,22
C008948,A008948,CL31546,V008948,P76874,2023-10-28,17965,Approved,24
C008949,A008949,CL07208,V008949,P68979,2023-08-07,34436,Rejected,36
C008950,A008950,CL08314,V008950,P62461,2024-06-24,39344,Approved,15
C008951,A008951,CL06791,V008951,P52578,2023-06-03,30690,Pending,60
C008952,A008952,CL04184,V008952,P57826,2024-07-22,17171,Pending,20
C008953,A008953,CL05905,V008953,P29434,2023-12-23,20487,Rejected,51
C008954,A008954,CL98929,V008954,P11912,2024-02-27,26847,Approved,29
C008955,A008955,CL79181,V008955,P24178,2023-07-18,26457,Approved,53
C008956,A008956,CL08343,V008956,P93370,2023-03-16,3099,Approved,32
C008957,A008957,CL62506,V008957,P20065,2024-06-02,18433,Pending,34
C008958,A008958,CL78979,V008958,P50180,2025-01-21,24260,Approved,47
C008959,A008959,CL79510,V008959,P41866,2023-06-12,33672,Rejected,25
C008960,A008960,CL04631,V008960,P50477,2023-04-23,1399,Pending,30
C008961,A008961,CL67361,V008961,P26412,2024-12-13,7067,Rejected,7
C008962,A008962,CL54778,V008962,P39747,2024-01-13,17473,Pending,23
C008963,A008963,CL34011,V008963,P36352,2024-01-07,10618,Rejected,56
C008964,A008964,CL59477,V008964,P32153,2025-02-03,14466,Rejected,39
C008965,A008965,CL23172,V008965,P46153,2024-11-26,38134,Approved,50
C008966,A008966,CL38338,V008966,P63171,2024-06-29,48088,Pending,16
C008967,A008967,CL68283,V008967,P43864,2023-02-27,18618,Approved,16
C008968,A008968,CL66253,V008968,P47230,2024-01-02,5604,Approved,34
C008969,A008969,CL95347,V008969,P65939,2023-02-27,23093,Pending,18
C008970,A008970,CL50998,V008970,P18672,2023-07-14,36264,Approved,8
C008971,A008971,CL55137,V008971,P37461,2024-03-15,5980,Approved,23
C008972,A008972,CL70096,V008972,P36437,2024-12-24,39185,Approved,32
C008973,A008973,CL69933,V008973,P91644,2024-11-01,38541,Rejected,15
C008974,A008974,CL83181,V008974,P58939,2025-02-08,3970,Rejected,49
C008975,A008975,CL81128,V008975,P24576,2024-09-01,11350,Pending,18
C008976,A008976,CL98530,V008976,P50402,2023-12-14,14462,Approved,13
C008977,A008977,CL04526,V008977,P40060,2024-09-09,39203,Pending,34
C008978,A008978,CL12268,V008978,P48889,2024-11-01,39675,Approved,36
C008979,A008979,CL50838,V008979,P27612,2023-04-24,35249,Rejected,7
C008980,A008980,CL63376,V008980,P88583,2023-11-18,14203,Approved,29
C008981,A008981,CL64541,V008981,P97979,2023-11-17,13247,Approved,54
C008982,A008982,CL56569,V008982,P50872,2024-02-07,25362,Pending,29
C008983,A008983,CL03747,V008983,P90570,2024-03-29,27607,Approved,41
C008984,A008984,CL67901,V008984,P34762,2024-07-08,1728,Rejected,12
C008985,A008985,CL33884,V008985,P10311,2025-01-21,27404,Approved,33
C008986,A008986,CL05720,V008986,P55531,2023-06-28,33240,Approved,30
C008987,A008987,CL80235,V008987,P65751,2024-09-26,25990,Approved,50
C008988,A008988,CL94657,V008988,P50063,2024-12-23,8098,Approved,55
C008989,A008989,CL08154,V008989,P23440,2024-05-22,22760,Approved,32
C008990,A008990,CL06711,V008990,P85799,2024-10-31,36430,Pending,46
C008991,A008991,CL90217,V008991,P55182,2023-10-05,34004,Rejected,58
C008992,A008992,CL98519,V008992,P73179,2025-01-07,30740,Approved,22
C008993,A008993,CL94949,V008993,P16432,2023-05-01,48265,Rejected,33
C008994,A008994,CL79512,V008994,P81582,2024-05-09,10579,Pending,25
C008995,A008995,CL16926,V008995,P12037,2024-07-17,8181,Approved,51
C008996,A008996,CL99098,V008996,P84520,2023-07-10,32897,Approved,27
C008997,A008997,CL91349,V008997,P33072,2024-07-23,20830,Pending,56
C008998,A008998,CL65866,V008998,P74332,2023-03-10,34174,Approved,43
C008999,A008999,CL80606,V008999,P32994,2024-09-02,5792,Pending,9
C009000,A009000,CL57367,V009000,P80633,2024-11-30,18384,Pending,56
C009001,A009001,CL26735,V009001,P45093,2024-05-10,14880,Pending,26
C009002,A009002,CL43309,V009002,P34420,2024-08-09,1814,Approved,2
C009003,A009003,CL47051,V009003,P26021,2024-07-31,30264,Approved,45
C009004,A009004,CL83545,V009004,P10052,2025-02-17,5876,Pending,30
C009005,A009005,CL27242,V009005,P25789,2023-05-29,3100,Rejected,24
C009006,A009006,CL18860,V009006,P53213,2023-12-05,47811,Rejected,14
C009007,A009007,CL81144,V009007,P23936,2023-11-28,45255,Pending,18
C009008,A009008,CL62905,V009008,P52565,2024-06-13,48714,Pending,29
C009009,A009009,CL51384,V009009,P28817,2023-07-20,49328,Pending,5
C009010,A009010,CL43424,V009010,P63348,2024-09-29,16231,Approved,30
C009011,A009011,CL47458,V009011,P39345,2024-04-20,10488,Pending,53
C009012,A009012,CL60911,V009012,P83959,2023-09-14,13967,Pending,39
C009013,A009013,CL57330,V009013,P75380,2023-06-16,8952,Pending,24
C009014,A009014,CL60381,V009014,P13023,2023-11-15,6343,Rejected,35
C009015,A009015,CL75514,V009015,P31856,2024-11-05,30496,Rejected,27
C009016,A009016,CL10321,V009016,P80630,2024-08-19,40846,Pending,50
C009017,A009017,CL19657,V009017,P80116,2023-12-28,40950,Approved,21
C009018,A009018,CL56533,V009018,P55294,2024-05-24,32808,Approved,12
C009019,A009019,CL72436,V009019,P71786,2024-03-08,22453,Approved,57
C009020,A009020,CL98149,V009020,P69295,2023-03-24,49147,Rejected,8
C009021,A009021,CL20569,V009021,P92827,2023-09-16,40924,Approved,47
C009022,A009022,CL91668,V009022,P29739,2023-11-23,34148,Rejected,17
C009023,A009023,CL92019,V009023,P35849,2024-06-13,37564,Rejected,33
C009024,A009024,CL40406,V009024,P17967,2024-06-15,11864,Approved,17
C009025,A009025,CL78425,V009025,P24256,2025-02-03,6071,Rejected,42
C009026,A009026,CL33658,V009026,P42242,2024-12-20,45236,Rejected,48
C009027,A009027,CL89822,V009027,P95505,2023-09-13,9999,Pending,27
C009028,A009028,CL39681,V009028,P83057,2025-01-15,38867,Pending,50
C009029,A009029,CL02341,V009029,P75236,2024-09-17,20433,Pending,21
C009030,A009030,CL13651,V009030,P99875,2024-02-23,12802,Rejected,12
C009031,A009031,CL44917,V009031,P67354,2024-07-10,18251,Rejected,3
C009032,A009032,CL60155,V009032,P16526,2024-01-28,13190,Pending,47
C009033,A009033,CL77395,V009033,P42587,2025-02-06,20268,Pending,29
C009034,A009034,CL09338,V009034,P73981,2023-03-17,12468,Rejected,53
C009035,A009035,CL12258,V009035,P15511,2024-08-13,14707,Approved,49
C009036,A009036,CL91342,V009036,P26279,2023-10-12,30990,Pending,37
C009037,A009037,CL23953,V009037,P38020,2025-01-19,15735,Pending,36
C009038,A009038,CL22254,V009038,P46483,2023-08-25,40848,Rejected,58
C009039,A009039,CL30114,V009039,P31544,2024-03-04,33513,Rejected,60
C009040,A009040,CL60508,V009040,P29133,2024-06-05,25355,Rejected,26
C009041,A009041,CL53154,V009041,P41987,2023-03-26,14108,Pending,11
C009042,A009042,CL05107,V009042,P58675,2023-08-14,34757,Approved,19
C009043,A009043,CL97244,V009043,P80086,2024-09-17,32908,Rejected,47
C009044,A009044,CL07822,V009044,P89543,2024-02-04,37670,Pending,54
C009045,A009045,CL74748,V009045,P33812,2023-04-06,1827,Pending,50
C009046,A009046,CL09436,V009046,P28876,2023-10-11,35927,Pending,48
C009047,A009047,CL43092,V009047,P75527,2023-08-28,21235,Pending,10
C009048,A009048,CL50711,V009048,P70338,2025-01-06,28323,Approved,20
C009049,A009049,CL10728,V009049,P20572,2024-05-25,43342,Rejected,24
C009050,A009050,CL89084,V009050,P16473,2024-10-26,7480,Pending,45
C009051,A009051,CL83357,V009051,P64858,2024-09-10,48166,Rejected,55
C009052,A009052,CL68651,V009052,P57618,2023-08-09,42945,Rejected,25
C009053,A009053,CL56847,V009053,P51958,2023-03-20,11796,Approved,7
C009054,A009054,CL43356,V009054,P86185,2024-12-21,14804,Pending,13
C009055,A009055,CL32523,V009055,P37446,2024-04-26,36372,Rejected,58
C009056,A009056,CL75073,V009056,P58202,2024-01-25,27361,Rejected,27
C009057,A009057,CL10068,V009057,P90845,2024-12-08,48234,Pending,57
C009058,A009058,CL99358,V009058,P17697,2024-02-19,18113,Approved,33
C009059,A009059,CL37695,V009059,P64689,2024-05-06,1330,Pending,12
C009060,A009060,CL57499,V009060,P12093,2024-06-27,3788,Approved,44
C009061,A009061,CL34972,V009061,P99942,2023-12-12,29092,Approved,8
C009062,A009062,CL84202,V009062,P37775,2023-11-19,20886,Approved,47
C009063,A009063,CL13213,V009063,P67898,2024-01-21,20142,Rejected,58
C009064,A009064,CL24929,V009064,P62757,2023-10-28,31660,Rejected,4
C009065,A009065,CL95480,V009065,P62288,2024-01-17,24888,Approved,58
C009066,A009066,CL62373,V009066,P39146,2023-05-06,4325,Approved,52
C009067,A009067,CL97797,V009067,P22937,2023-03-30,18604,Pending,21
C009068,A009068,CL26763,V009068,P95298,2023-10-23,35092,Rejected,5
C009069,A009069,CL51021,V009069,P40080,2024-07-05,45234,Pending,52
C009070,A009070,CL86042,V009070,P73604,2023-10-27,15928,Pending,39
C009071,A009071,CL83869,V009071,P35879,2023-05-04,41351,Pending,6
C009072,A009072,CL02929,V009072,P40661,2024-01-28,43627,Pending,27
C009073,A009073,CL94790,V009073,P25949,2023-03-13,44473,Pending,50
C009074,A009074,CL06638,V009074,P11962,2024-09-30,640,Pending,15
C009075,A009075,CL08878,V009075,P32324,2024-12-10,4440,Approved,50
C009076,A009076,CL28155,V009076,P36419,2023-09-07,18792,Pending,23
C009077,A009077,CL50319,V009077,P41165,2023-07-11,29437,Approved,55
C009078,A009078,CL32960,V009078,P25845,2025-02-06,37432,Pending,25
C009079,A009079,CL36713,V009079,P85005,2023-09-10,26396,Rejected,39
C009080,A009080,CL02568,V009080,P25925,2023-03-18,7802,Rejected,28
C009081,A009081,CL15784,V009081,P30676,2025-01-02,16475,Pending,27
C009082,A009082,CL68126,V009082,P94051,2024-01-18,45080,Rejected,56
C009083,A009083,CL10934,V009083,P12212,2024-01-17,33942,Rejected,54
C009084,A009084,CL68757,V009084,P15456,2024-11-20,34457,Approved,44
C009085,A009085,CL06859,V009085,P70858,2023-10-24,49075,Pending,17
C009086,A009086,CL91627,V009086,P38832,2024-03-27,31904,Rejected,18
C009087,A009087,CL70862,V009087,P69499,2023-07-28,42787,Approved,10
C009088,A009088,CL23351,V009088,P85788,2024-01-10,44305,Pending,29
C009089,A009089,CL51561,V009089,P85925,2024-01-10,6534,Rejected,5
C009090,A009090,CL37496,V009090,P85805,2024-10-21,44090,Rejected,29
C009091,A009091,CL94094,V009091,P56271,2024-03-16,32804,Rejected,50
C009092,A009092,CL90137,V009092,P81310,2023-10-29,48888,Approved,59
C009093,A009093,CL98015,V009093,P66824,2024-02-28,8536,Rejected,50
C009094,A009094,CL42154,V009094,P24204,2023-08-11,36143,Pending,14
C009095,A009095,CL46276,V009095,P52742,2024-09-28,870,Rejected,19
C009096,A009096,CL93369,V009096,P28539,2023-10-06,32356,Approved,56
C009097,A009097,CL34623,V009097,P72788,2024-11-07,23043,Pending,36
C009098,A009098,CL35759,V009098,P48561,2025-02-01,17160,Pending,53
C009099,A009099,CL09270,V009099,P74170,2024-03-03,11296,Rejected,38
C009100,A009100,CL15967,V009100,P82508,2024-12-22,16685,Pending,32
C009101,A009101,CL82135,V009101,P16483,2023-11-06,33095,Rejected,52
C009102,A009102,CL09801,V009102,P44758,2023-03-26,38631,Pending,52
C009103,A009103,CL99984,V009103,P42433,2023-05-11,34871,Rejected,51
C009104,A009104,CL91165,V009104,P20103,2023-07-02,19464,Approved,51
C009105,A009105,CL60761,V009105,P65849,2024-02-22,45337,Rejected,44
C009106,A009106,CL87692,V009106,P74539,2024-10-24,8153,Rejected,8
C009107,A009107,CL71090,V009107,P86723,2024-11-05,5654,Rejected,39
C009108,A009108,CL93507,V009108,P36830,2024-01-06,739,Rejected,13
C009109,A009109,CL85006,V009109,P78795,2024-12-17,25094,Approved,28
C009110,A009110,CL12759,V009110,P89929,2023-08-11,21440,Approved,24
C009111,A009111,CL71853,V009111,P87114,2023-05-06,37059,Pending,20
C009112,A009112,CL95333,V009112,P25870,2024-06-13,44283,Rejected,33
C009113,A009113,CL63243,V009113,P79434,2024-12-10,11670,Pending,49
C009114,A009114,CL39771,V009114,P43808,2025-01-13,38071,Pending,46
C009115,A009115,CL58050,V009115,P90935,2024-07-02,6572,Approved,29
C009116,A009116,CL38755,V009116,P72421,2025-02-08,28892,Rejected,44
C009117,A009117,CL72963,V009117,P63740,2024-06-01,9086,Approved,35
C009118,A009118,CL09290,V009118,P32142,2024-10-30,38028,Rejected,4
C009119,A009119,CL48870,V009119,P85964,2023-09-26,31261,Approved,1
C009120,A009120,CL74708,V009120,P14409,2023-09-30,26254,Rejected,57
C009121,A009121,CL37893,V009121,P64649,2023-03-28,11963,Approved,3
